UF,municipality,code,area_de_ponderacao,N,P_AGUAENC,P_AGUAENCDENTRO,P_AGUAREDE,P_ESGOTOPUB,P_ESGOTOQUAL,P_MATPAREDES,P_OVERCROWDING,P_DESEMP,P_ENSFUND,P_ENSMED,P_ENSSUP,P_FORTRAB,P_FREQESCOLA
31,06200,3106200,3106200005027,8706.999990940094,99.99999738938641,99.3289867968997,99.99999738938641,97.92342909786385,98.14890308480244,99.99999738938641,.6447801599279046,5.168044165475294,76.29594155441737,61.3353568202001,20.32634575734846,67.00697953783674,94.51974348630756
31,06200,3106200,3106200005028,11101.99999427795,99.99999614956323,99.21647322189528,99.80919006338809,99.58154935447965,99.76951795688365,99.99999614956323,3.133282135240734,7.292402337770909,54.80938805849291,37.43197760777548,8.002666474203579,68.77635654382175,90.8776537515223
31,06200,3106200,3106200005029,8722.999990463257,100.0000002561137,99.38731102738529,99.76109371054918,97.43023962946609,97.59601925034076,100.0000002561137,5.426064808852971,6.695757067791419,55.32167890341952,38.82554096708191,6.526175269391388,65.73347522426047,90.55881057865918
31,06200,3106200,3106200005030,14819.99998092651,99.87058006809093,98.8548745342996,99.58250378840603,85.94558475306258,86.26293234992772,100.0000016239937,4.183312668465078,8.531553024658933,47.93981115799397,30.31533565372229,2.579887915635481,72.07263722375501,85.47604512423277
31,06200,3106200,3106200005031,12291.00001072884,99.11950300156604,98.52824873232748,97.66985315072816,92.67662577622104,93.03335246222559,99.57650240685325,6.397543725324795,8.776495132769924,50.45030764486,33.15667280839989,3.734808610170148,69.97487594999257,87.46684793150052
31,06200,3106200,3106200005032,13417.00000023842,99.99999984866008,96.8315748788882,99.99999984866008,98.85642267763615,99.10613789688796,99.99999984866008,3.4947146079503,6.696446645946708,60.80134235089645,42.24505988822784,12.7252920443425,67.60278950823704,84.73002531100065
31,06200,3106200,3106200005033,8986.999976634979,99.76903998613125,97.62334240222117,99.53808009013301,97.54578184656566,97.79731172457105,99.793940129166,4.776404831500258,7.132170087425038,64.67435911399662,51.74481389367429,13.95252981164958,68.82350666746788,81.9658940192312
31,06200,3106200,3106200005034,12108.99997830391,99.99999711290002,99.62160615250468,99.99999711290002,99.99999711290002,99.99999711290002,99.48027266655117,3.07145199039951,5.523634154815227,67.32923900417518,54.48068721743766,20.96143330854829,67.12766023265431,89.90917447954416
31,06200,3106200,3106200005035,10229.99995470047,99.99999947031029,98.90439014998265,99.99999947031029,99.80788505054079,99.99999947031029,99.74596440442838,1.146076014265418,6.99420616729185,82.77299453766318,70.57227489567595,39.3324048127397,67.85857155628037,91.84593036770821
31,06200,3106200,3106200005036,11547.99992609024,99.99999594219844,96.27956530821393,99.7995674078993,99.99999594219844,99.99999594219844,99.99999594219844,.7146986434236169,5.456092284293845,86.02681236407079,76.09717056366208,42.50977372867055,69.74013168000965,92.1520589850843
31,06200,3106200,3106200005037,10494.99999690056,99.59758894110564,99.2523869528668,99.2261891864473,96.48074212309439,97.12825849710498,99.8113227338763,2.005750616081059,6.245193793438375,59.12700195476646,41.92364693735726,12.05913525191136,68.23865995829692,83.25826569925994
31,06200,3106200,3106200005038,9274.000007629395,100.0000000407454,98.94560218672268,99.54675402841531,97.82340909005143,98.06723893270828,99.2255631077569,3.373034077230841,5.79047147766687,61.71017969027162,43.1689532881137,12.84143257362302,68.15920080407523,89.1657717525959
31,06200,3106200,3106200005039,14218.00001573563,99.99999992724042,99.61456527526025,99.63680382643361,98.60069874266628,99.04940761916805,99.89217739494052,1.455717330100015,4.091465723467991,78.11238887079526,64.63870573497843,31.07950196426827,66.70390418294119,96.27876942977309
31,06200,3106200,3106200005040,10250.00002336502,100.0000002386514,100.0000002386514,100.0000002386514,97.26267238147557,97.4401184823364,99.79673759662546,3.346609487198293,6.698813708499074,59.68000857974403,42.15641859627794,12.19758906518109,69.42240308562759,93.78996975719929
31,06200,3106200,3106200005041,8231.999974012375,99.99999973369995,99.70190724270651,99.03409477701643,98.11938842904055,98.89411552721867,99.99999973369995,4.106562805827707,9.428726870100945,52.15744383676792,35.62164008908439,6.281262700213119,73.16835527890362,86.4646814763546
31,06200,3106200,3106200005042,8922.000005245209,100.0000004052708,97.86387879648828,99.65407718918868,98.47821853836649,99.52330940650427,100.0000004052708,4.333307303022593,5.896169849438593,55.44836339249741,36.22052641294431,7.201660833379719,67.33227566655842,92.75237126275897
31,06200,3106200,3106200005043,16363.00004339218,100.0000022700988,98.92725390382111,99.84802934341133,99.88416393753141,99.88416393753141,99.22179222339764,1.3726492295973,4.742050802451558,79.23296215303708,66.07103811984416,31.83873965172097,67.22790709027322,90.56910569779575
31,06200,3106200,3106200005044,10821.99995207787,99.9999997089617,98.61654761480168,99.9999997089617,99.41555757541209,99.81476612156257,99.74567777244374,1.986462500644848,5.309292883612216,80.02775254717562,69.52979153138585,35.53541620785836,66.31405855587218,95.03962132148445
31,06200,3106200,3106200005045,10304.00001764297,100.0000004947651,100.0000004947651,100.0000004947651,99.48992218705826,99.48992218705826,100.0000004947651,.5991167621687055,4.934603720903397,81.33590311917942,70.23900595377199,33.99146996671334,67.7387592906598,87.69760355353355
31,06200,3106200,3106200005046,11081.00000858307,99.99999970968929,99.82552458604914,99.99999970968929,99.44557914350298,99.63178063117084,99.38777280112845,.0908408779650927,4.377019184175879,89.19577120541362,82.70821549667744,49.30244628340006,64.92547483358067,97.6197388023138
31,06200,3106200,3106200005047,10420.99999332428,99.99999984283932,99.99999984283932,99.82041639159434,99.99999984283932,99.99999984283932,99.70907779061235,.3112286329269409,4.565199109492823,92.02388121921103,86.65764972975012,60.16900523391087,66.87124636664521,98.29744733870029
31,06200,3106200,3106200005048,9713.000003814697,100.0000037020072,99.525074462872,99.56307772081345,97.06243043765426,97.66219691373408,99.51603959780186,4.054108040872961,6.165841955225915,53.80774960503913,38.35900196572766,15.60234673670493,72.9738317488227,76.78404697217047
31,06200,3106200,3106200005049,9860.999950408936,99.79601382219698,99.51989351247903,99.41225609218236,95.96635390480515,96.15516802005004,99.9999995197868,1.823815691750497,8.248512487625703,68.40666530442832,50.82693428557832,11.85990209633019,73.02397472449229,89.47514072060585
31,06200,3106200,3106200005050,8629.999997735023,99.99999977153493,98.60604107816471,99.99999977153493,97.39238728507189,97.67598229664145,99.55841872579185,3.95282566169044,6.781797532312339,53.72081387322396,36.94624791387469,9.246310102753341,69.64891394709412,85.22171261720359
31,06200,3106200,3106200005051,10742.00001001358,100.0000001491571,99.7236347386206,100.0000001491571,98.98262282149517,99.13502038471051,100.0000001491571,3.589635393291246,10.31076191284228,42.872456457917,25.80872797043412,2.007366303587332,66.00009389767365,85.16251266701147
31,06200,3106200,3106200005052,8824.000020027161,100.0000001804437,97.51749520073645,100.0000001804437,93.73030085698701,94.08399004605599,100.0000001804437,3.823546459898353,6.028169533237815,63.80529860616662,48.30834525055252,15.23862507310696,73.43800397939049,82.80976084060967
31,06200,3106200,3106200005053,9625.000012874603,99.86085905693471,99.86085905693471,99.67604585690424,97.76590842520818,97.76590842520818,99.57323325797915,4.224589897785336,6.098087865393609,60.98992410552455,45.51707329519559,10.97094801953062,67.45465917920228,85.21485687233508
31,06200,3106200,3106200005054,12724.00000572205,99.99999905121513,98.4980427834671,99.86774895223789,98.21374444873072,98.83002093411051,99.49845186783932,.2608718117699027,3.065764321945608,91.1522974667605,85.80760518088937,64.86358867259696,76.85916955815628,95.06335640326142
31,06200,3106200,3106200005055,15352.99998140335,99.4023180755903,98.1807701595244,98.78336000983836,88.84472125500906,94.75839223741787,98.8431928344653,1.884021697333083,6.362416408956051,79.68055233213818,69.46081818023231,29.527529553161,66.93404174293391,88.05949091911316
31,06200,3106200,3106200005056,8605.999999523163,99.99999986903276,99.70963474770542,99.73087579419371,99.05847323534545,99.73087579419371,99.76955287565943,.7596591487526894,3.676979738520458,89.00486557977274,79.75885636406019,44.75407881836873,73.84385004406795,81.7242213524878
31,06200,3106200,3106200005057,10495.00001466274,100.0000000916771,99.85034057026496,99.64513490995159,95.41379073489225,98.85097147052875,99.00279814464739,2.917432571121026,6.929621333256364,80.16542313271202,70.99821479641832,40.69696442747954,69.68813148232584,89.31385967880487
31,06200,3106200,3106200005058,13496.00001955032,100.0000002153683,99.77300209575333,100.0000002153683,97.58188170962967,98.3164201665204,99.8968283587601,1.024796132696792,4.929026018362492,78.73304250824731,68.47870162164327,35.58287634514272,70.54746464127675,93.53057220578194
31,06200,3106200,3106200005059,9686.000000476837,100.0000018888386,99.40578999521676,100.0000018888386,92.25376140093431,93.11500617768615,99.32492808729876,4.161559781641699,6.736797449411824,53.86973665881669,36.51540894788923,8.75143586890772,73.09087883259053,87.33666227199137
31,06200,3106200,3106200005060,15373.99996638298,100.0000001557055,96.0664383819676,99.94296926161041,99.03296347911237,99.03296347911237,99.54496019490762,2.014605345902964,6.528351630549878,66.74643542646663,50.70643268700223,17.31621583458036,69.58010703092441,94.04113304335624
31,06200,3106200,3106200005061,14510.00002479553,99.72499301657081,98.9710557507351,99.47023766580969,98.02630644990131,98.82197752594948,99.99999713618308,2.551041467813775,7.255526530207135,52.61071026907302,35.99057014798746,7.463963297777809,66.79437374405097,90.82974619232118
31,06200,3106200,3106200005062,14906.99998474121,99.7263108023617,99.46494839314255,99.7263108023617,88.21465535947937,88.90905055959593,99.85717127492535,4.680116410600021,6.991986263892613,48.79166011560301,31.86459459284379,4.42156495701056,69.03891952460981,88.33483075723052
31,06200,3106200,3106200005063,14223.9999666214,99.99999827705324,95.89817567612045,99.80544772697613,94.05421398114413,94.16861936915666,99.99999827705324,2.331751212477684,8.261524632689543,68.6974734213436,48.50832214287948,15.45500007050578,69.97601256589405,89.77383654564619
31,06200,3106200,3106200005064,8757.00001168251,100.0000003259629,99.39557587495074,99.72821853589267,99.7514586430043,99.96556607075036,99.87575707491487,2.294858451932669,6.020586210070178,64.94187751086429,47.65453649451956,12.29242530534975,67.39009227312636,90.8459379337728
31,06200,3106200,3106200005065,9170.000010490417,99.99999990686774,97.64990241965279,99.42296609515324,92.24173839902505,92.46285915141925,99.52997756190598,3.594427625648677,8.139073441270739,54.31387407588772,30.56156199600082,4.732601717114449,69.82409780903254,86.560826189816
31,06200,3106200,3106200005066,9957.999999046326,99.99999994397513,97.81779122640728,99.840702048823,86.6026036637777,87.01966710723354,99.45404880199931,5.390236852690578,7.365942222531885,54.05188741715392,35.66076695424272,7.983970048371702,72.58516815491021,82.76063071098179
31,06200,3106200,3106200005067,9873.999995708466,99.99999753781594,96.73153864569031,99.99999753781594,93.16901949059684,94.23363091191277,99.99999753781594,3.620015189517289,7.879855377541389,51.64919990638737,32.01536849228432,6.39068266027607,69.0807105609565,89.57742331549525
